Call_Num,Druid,Purl,Title,Symph_Bar,Ckey
G7960 S200 .J35 18-25,kb789dw5275,https://purl.stanford.edu/kb789dw5275,[輯製 二十万分一圖] - [Shūsei Nijūmanbun no ichi zu],36105221665230,10651291
G7960 S200 .J35 27-32,sf403pv4113,https://purl.stanford.edu/sf403pv4113,[輯製 二十万分一圖] - [Shūsei Nijūmanbun no ichi zu],36105221653848,10651291
G7960 S200 .J35 28-30,fq098bn5361,https://purl.stanford.edu/fq098bn5361,[輯製 二十万分一圖] - [Shūsei Nijūmanbun no ichi zu],36105221653855,10651291
G7960 S200 .J35 28-31,kw745bx4548,https://purl.stanford.edu/kw745bx4548,[輯製 二十万分一圖] - [Shūsei Nijūmanbun no ichi zu],36105221653863,10651291
G7960 S200 .J35 28-34,yh839zg1382,https://purl.stanford.edu/yh839zg1382,[輯製 二十万分一圖] - [Shūsei Nijūmanbun no ichi zu],36105221653871,10651291
G7960 S200 .J35 28-35,fr508tp2516,https://purl.stanford.edu/fr508tp2516,[輯製 二十万分一圖] - [Shūsei Nijūmanbun no ichi zu],36105221653889,10651291
G7960 S200 .J35 29-36,xs792vh6490,https://purl.stanford.edu/xs792vh6490,[輯製 二十万分一圖] - [Shūsei Nijūmanbun no ichi zu],36105221653897,10651291
G7960 S200 .J35 30-37,vs966mp9207,https://purl.stanford.edu/vs966mp9207,[輯製 二十万分一圖] - [Shūsei Nijūmanbun no ichi zu],36105221653905,10651291
G7960 S200 .J35 30-38,zj588xt9213,https://purl.stanford.edu/zj588xt9213,[輯製 二十万分一圖] - [Shūsei Nijūmanbun no ichi zu],36105221653913,10651291
G7960 S200 .J35 32-40,my760wg1349,https://purl.stanford.edu/my760wg1349,[輯製 二十万分一圖] - [Shūsei Nijūmanbun no ichi zu],36105221653921,10651291
G7960 S200 .J35 33-40,vk204yd3933,https://purl.stanford.edu/vk204yd3933,[輯製 二十万分一圖] - [Shūsei Nijūmanbun no ichi zu],36105221653939,10651291
G7960 S200 .J35 33-41,mc392mz3120,https://purl.stanford.edu/mc392mz3120,[輯製 二十万分一圖] - [Shūsei Nijūmanbun no ichi zu],36105221653947,10651291
