Call_number,Druid,Purl,Title,Symphony_Barcode,Ckey
G7800 S500 .J3 SHEET 9YO50,xt385bt8954,https://purl.stanford.edu/xt385bt8954,五十万分一地誌圖 - Gojūmanbun no ichi Chishizu,36105221651792,10780180
G7800 S500 .J3 SHEET 9KA50,qw456mx8596,https://purl.stanford.edu/qw456mx8596,五十万分一地誌圖 - Gojūmanbun no ichi Chishizu,36105221651800,10780180
G7800 S500 .J3 SHEET 10KA50,ph728gd5848,https://purl.stanford.edu/ph728gd5848,五十万分一地誌圖 - Gojūmanbun no ichi Chishizu,36105221651818,10780180
G7800 S500 .J3 SHEET 14YO50,ss328sy2873,https://purl.stanford.edu/ss328sy2873,五十万分一地誌圖 - Gojūmanbun no ichi Chishizu,36105221651826,10780180
