Ckey,Druid,Title,Purl,Symph_Bar,Call_Num
2727418,dp045pq5490,"Dorris, Siskiyou Co., Cal., Aug. 1927.",https://purl.stanford.edu/dp045pq5490,36105002795941,G4364 .D71 1927 .S3 SHEET2
2727418,rp099fw5282,"Dorris, Siskiyou Co., Cal., Aug. 1927.",https://purl.stanford.edu/rp099fw5282,36105002795933,G4364 .D71 1927 .S3 SHEET1
