Ckey,Druid,Title,Purl,Symph_Bar,Call_Num
2924092,gf010kc3437,"Pacific Southwest Exposition : Long Beach, Calif., August 1928.",https://purl.stanford.edu/gf010kc3437,36105006103852,G4364 .L7 1928 .S3
