Ckey,Call_Num,Symph_Bar,Druid,Purl,Title
9589153,G7400 S500 .J3 A-02,36105216289145,bj868xh9070,https://purl.stanford.edu/bj868xh9070,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 A-03,36105216324801,br864pw5494,https://purl.stanford.edu/br864pw5494,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 A-04,36105216324819,tn573xj8872,https://purl.stanford.edu/tn573xj8872,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 B-02,36105216324827,sj157zn0670,https://purl.stanford.edu/sj157zn0670,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 D-02,36105216324835,my124xx8282,https://purl.stanford.edu/my124xx8282,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 D-03,36105216324843,zx972vr9438,https://purl.stanford.edu/zx972vr9438,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 E-05,36105216324850,bv657kg2013,https://purl.stanford.edu/bv657kg2013,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 F-04,36105216324868,st989br4796,https://purl.stanford.edu/st989br4796,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 G-02,36105216324876,fr182qc5296,https://purl.stanford.edu/fr182qc5296,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 G-02 REV,36105216324884,qz714zc8443,https://purl.stanford.edu/qz714zc8443,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 H-02,36105216324892,cd034tr9564,https://purl.stanford.edu/cd034tr9564,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 H-02 REV,36105216324900,sd492fg7957,https://purl.stanford.edu/sd492fg7957,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 I-01,36105216324918,kv996cm4785,https://purl.stanford.edu/kv996cm4785,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 I-12,36105216324926,yj013qs3711,https://purl.stanford.edu/yj013qs3711,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 J-12,36105216324934,nm349xx3894,https://purl.stanford.edu/nm349xx3894,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 J-13,36105216324942,sn246gd9734,https://purl.stanford.edu/sn246gd9734,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 J-14,36105216324959,wz796nf1157,https://purl.stanford.edu/wz796nf1157,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 J-15,36105216324967,ky762gd7650,https://purl.stanford.edu/ky762gd7650,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 J-17,36105216324975,tk714dt9745,https://purl.stanford.edu/tk714dt9745,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 J-18,36105216324983,tx367tz2032,https://purl.stanford.edu/tx367tz2032,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 K-02,36105216324991,rd017zb4876,https://purl.stanford.edu/rd017zb4876,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 K-02 REV,36105216325006,nc246cn6347,https://purl.stanford.edu/nc246cn6347,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 K-03,36105216325014,jh852jn3024,https://purl.stanford.edu/jh852jn3024,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 K-03 REV,36105216325022,mn773qn2903,https://purl.stanford.edu/mn773qn2903,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 K-12,36105216325030,zw390sq3616,https://purl.stanford.edu/zw390sq3616,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 K-13,36105216325048,qd324ym5224,https://purl.stanford.edu/qd324ym5224,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 K-14,36105216325055,mc965wn4341,https://purl.stanford.edu/mc965wn4341,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 K-17,36105216325063,hj063hk4965,https://purl.stanford.edu/hj063hk4965,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 K-18,36105216325071,nk102tm1331,https://purl.stanford.edu/nk102tm1331,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 K-19,36105216325089,hq091gj2352,https://purl.stanford.edu/hq091gj2352,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 K-20,36105216325097,wn315tv6427,https://purl.stanford.edu/wn315tv6427,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 L-12,36105216325105,fx844hy8540,https://purl.stanford.edu/fx844hy8540,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 L-13,36105216325113,jx973wc8046,https://purl.stanford.edu/jx973wc8046,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 L-14,36105216325121,fd144vw6131,https://purl.stanford.edu/fd144vw6131,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 L-15,36105216325139,zs167rb7174,https://purl.stanford.edu/zs167rb7174,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 L-16,36105216325147,fd496rw7216,https://purl.stanford.edu/fd496rw7216,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 L-18,36105216325154,yq332th1977,https://purl.stanford.edu/yq332th1977,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 L-19,36105216325162,hb984hq5811,https://purl.stanford.edu/hb984hq5811,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 L-20,36105216325170,sm132gs8584,https://purl.stanford.edu/sm132gs8584,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 L-21,36105216325188,py849cc8942,https://purl.stanford.edu/py849cc8942,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 M-04,36105216325204,mr233qk2205,https://purl.stanford.edu/mr233qk2205,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 M-04 REV,36105216325196,xk890qn0829,https://purl.stanford.edu/xk890qn0829,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 M-05,36105216325212,sg313wf8887,https://purl.stanford.edu/sg313wf8887,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 M-06,36105216325220,mf583vq5674,https://purl.stanford.edu/mf583vq5674,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 M-07,36105216325238,sz395bn4636,https://purl.stanford.edu/sz395bn4636,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 M-08,36105216325253,kr419qq3052,https://purl.stanford.edu/kr419qq3052,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 M-08 REV,36105216325246,wy856ts9539,https://purl.stanford.edu/wy856ts9539,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 M-09,36105216325279,tf686tm2029,https://purl.stanford.edu/tf686tm2029,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 M-09 REV,36105216325261,rx042ky5064,https://purl.stanford.edu/rx042ky5064,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 M-10,36105216325287,vm661ks8722,https://purl.stanford.edu/vm661ks8722,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 M-13,36105216325295,gm959pb0141,https://purl.stanford.edu/gm959pb0141,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 M-14,36105216325303,cq839rm9578,https://purl.stanford.edu/cq839rm9578,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 M-15,36105216325311,nt862bf0351,https://purl.stanford.edu/nt862bf0351,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 M-16,36105216325329,mk025wz0298,https://purl.stanford.edu/mk025wz0298,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 M-17,36105216325337,gd801dw7630,https://purl.stanford.edu/gd801dw7630,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 M-18,36105216325345,qr584fq4846,https://purl.stanford.edu/qr584fq4846,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 M-19,36105216325352,rk430pr4690,https://purl.stanford.edu/rk430pr4690,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 M-20,36105216325360,bj736qk2710,https://purl.stanford.edu/bj736qk2710,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 M-21,36105216325378,dk151gc3927,https://purl.stanford.edu/dk151gc3927,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 N-03,36105216325386,fm311jg8925,https://purl.stanford.edu/fm311jg8925,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 N-05,36105216325394,yy893gp2781,https://purl.stanford.edu/yy893gp2781,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 N-06,36105216325402,pv839zd0660,https://purl.stanford.edu/pv839zd0660,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 N-07,36105216325410,vc781nw3211,https://purl.stanford.edu/vc781nw3211,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 N-10,36105216325428,gt832gv8726,https://purl.stanford.edu/gt832gv8726,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 N-11,36105216325436,jc784my4466,https://purl.stanford.edu/jc784my4466,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 N-12,36105216325444,cm316rj2171,https://purl.stanford.edu/cm316rj2171,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 N-13,36105216325451,xn489rw9333,https://purl.stanford.edu/xn489rw9333,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 N-13 REV,36105216325469,bn636qy5840,https://purl.stanford.edu/bn636qy5840,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 N-14,36105216325477,kv211th0879,https://purl.stanford.edu/kv211th0879,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 N-15,36105216325485,hc287cg1736,https://purl.stanford.edu/hc287cg1736,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 N-16,36105216325493,yx066sg7314,https://purl.stanford.edu/yx066sg7314,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 N-17,36105216325501,zf265ph4804,https://purl.stanford.edu/zf265ph4804,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 N-18,36105216325519,yb733wz3406,https://purl.stanford.edu/yb733wz3406,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 N-19,36105216325527,yz757rs5151,https://purl.stanford.edu/yz757rs5151,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 N-20,36105216325535,vd659cn3372,https://purl.stanford.edu/vd659cn3372,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 N-21,36105216325543,nz358bw3956,https://purl.stanford.edu/nz358bw3956,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 N-22,36105216325550,rv450xf9141,https://purl.stanford.edu/rv450xf9141,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 N-23,36105216325568,fh656bq8876,https://purl.stanford.edu/fh656bq8876,???????? - T?a goj?manbun no ichi zu
9589153,G7400 S500 .J3 O-02,36105216325576,sv531dh9558,https://purl.stanford.edu/sv531dh9558,???????? - T?a goj?manbun no ichi zu
