Ckey,Symph_Bar,Call_Num,Label
10162336,36105216194873,G8001 .P6 S1000 .J3 A-31,Hyakumanbun no ichi k?k?zu
10162336,36105216171848,G8001 .P6 S1000 .J3 B-28,Hyakumanbun no ichi k?k?zu
10162336,36105216171855,G8001 .P6 S1000 .J3 B-29,Hyakumanbun no ichi k?k?zu
10162336,36105216171863,G8001 .P6 S1000 .J3 B-33,Hyakumanbun no ichi k?k?zu
10162336,36105216171871,G8001 .P6 S1000 .J3 B-34,Hyakumanbun no ichi k?k?zu
10162336,36105216171889,G8001 .P6 S1000 .J3 B-38,Hyakumanbun no ichi k?k?zu
10162336,36105216171897,G8001 .P6 S1000 .J3 B-39,Hyakumanbun no ichi k?k?zu
10162336,36105216171905,G8001 .P6 S1000 .J3 B-43,Hyakumanbun no ichi k?k?zu
10162336,36105216171913,G8001 .P6 S1000 .J3 B-46,Hyakumanbun no ichi k?k?zu
10162336,36105216171921,G8001 .P6 S1000 .J3 B-47,Hyakumanbun no ichi k?k?zu
10162336,36105216171939,G8001 .P6 S1000 .J3 B-51,Hyakumanbun no ichi k?k?zu
10162336,36105216171947,G8001 .P6 S1000 .J3 B-53,Hyakumanbun no ichi k?k?zu
10162336,36105216171954,G8001 .P6 S1000 .J3 B-55,Hyakumanbun no ichi k?k?zu
10162336,36105216171962,G8001 .P6 S1000 .J3 B-58,Hyakumanbun no ichi k?k?zu
10162336,36105216171970,G8001 .P6 S1000 .J3 B-64,Hyakumanbun no ichi k?k?zu
10162336,36105216171988,G8001 .P6 S1000 .J3 B-65,Hyakumanbun no ichi k?k?zu
10162336,36105216171996,G8001 .P6 S1000 .J3 B-71,Hyakumanbun no ichi k?k?zu
10162336,36105216172002,G8001 .P6 S1000 .J3 C-20,Hyakumanbun no ichi k?k?zu
10162336,36105216172010,G8001 .P6 S1000 .J3 C-26,Hyakumanbun no ichi k?k?zu
10162336,36105216172028,G8001 .P6 S1000 .J3 C-27,Hyakumanbun no ichi k?k?zu
10162336,36105216172036,G8001 .P6 S1000 .J3 C-30,Hyakumanbun no ichi k?k?zu
10162336,36105216172044,G8001 .P6 S1000 .J3 C-32,Hyakumanbun no ichi k?k?zu
10162336,36105216172051,G8001 .P6 S1000 .J3 C-35,Hyakumanbun no ichi k?k?zu
10162336,36105216172069,G8001 .P6 S1000 .J3 C-36,Hyakumanbun no ichi k?k?zu
10162336,36105216172077,G8001 .P6 S1000 .J3 C-37,Hyakumanbun no ichi k?k?zu
10162336,36105216172085,G8001 .P6 S1000 .J3 C-41,Hyakumanbun no ichi k?k?zu
10162336,36105216172093,G8001 .P6 S1000 .J3 C-43,Hyakumanbun no ichi k?k?zu
10162336,36105216172101,G8001 .P6 S1000 .J3 C-44,Hyakumanbun no ichi k?k?zu
10162336,36105216172119,G8001 .P6 S1000 .J3 C-48,Hyakumanbun no ichi k?k?zu
