Ckey,Symph_Bar,Call_Num,Label
9687013,3.61052E+13,G7910 S50 .J3 A-15,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 A-16,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 B-5,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 B-7,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 B-8,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 B-9,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 B-10,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 B-11,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 B-12,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 B-14,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 B-15,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 B-16,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 C-1,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 C-5,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 C-6,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 C-7,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 C-8,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 C-9,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 C-10,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 C-11,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 C-12,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 C-13,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 C-14,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 C-15,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 C-16,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 D-5,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 D-6,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 D-7,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 D-9,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 D-10,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 D-11,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 D-12,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 D-13,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 D-14,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 D-15,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 D-16,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 E-9,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 E-10,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 E-13,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 E-14,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 E-15,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 E-16,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 F-8,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 F-13,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 G-3,Taiwan 1:50k
9687013,3.61052E+13,G7910 S50 .J3 G-4,Taiwan 1:50k
