Ckey,Symph_Bar,Call_Num,Title,Druid,Purl
4527153,36105024047560,G7823 .S4 S50 .C5 8367-I,Shandong sheng,bg958vy3184,https://purl.stanford.edu/bg958vy3184
4527153,36105024048469,G7823 .S4 S50 .C5 8469-I,Shandong sheng,bj050gv4487,https://purl.stanford.edu/bj050gv4487
4527153,36105024047727,G7823 .S4 S50 .C5 8265-III,Shandong sheng,bn631xc2064,https://purl.stanford.edu/bn631xc2064
4527153,36105024047586,G7823 .S4 S50 .C5 8367-III,Shandong sheng,br419bh1605,https://purl.stanford.edu/br419bh1605
4527153,36105024047453,G7823 .S4 S50 .C5 8364-II,Shandong sheng,by387hn0595,https://purl.stanford.edu/by387hn0595
4527153,36105024048535,G7823 .S4 S50 .C5 8569-IV,Shandong sheng,cb658kq1142,https://purl.stanford.edu/cb658kq1142
4527153,36105024047735,G7823 .S4 S50 .C5 8265-IV,Shandong sheng,cf403gw6070,https://purl.stanford.edu/cf403gw6070
4527153,36105024048592,G7823 .S4 S50 .C5 8467-IV,Shandong sheng,ch335xb8996,https://purl.stanford.edu/ch335xb8996
4527153,36105024047479,G7823 .S4 S50 .C5 8364-IV,Shandong sheng,cx816jp5341,https://purl.stanford.edu/cx816jp5341
4527153,36105024047826,G7823 .S4 S50 .C5 8267-I,Shandong sheng,db764jr5380,https://purl.stanford.edu/db764jr5380
4527153,36105024047644,G7823 .S4 S50 .C5 8263-III,Shandong sheng,dk490xn9674,https://purl.stanford.edu/dk490xn9674
4527153,36105024047487,G7823 .S4 S50 .C5 8365-I,Shandong sheng,dn753ny7193,https://purl.stanford.edu/dn753ny7193
4527153,36105024048584,G7823 .S4 S50 .C5 8468-I,Shandong sheng,dp336sb4522,https://purl.stanford.edu/dp336sb4522
4527153,36105024047651,G7823 .S4 S50 .C5 8263-IV,Shandong sheng,fc034nv5481,https://purl.stanford.edu/fc034nv5481
4527153,36105024047974,G7823 .S4 S50 .C5 8567-III,Shandong sheng,fc757dy3884,https://purl.stanford.edu/fc757dy3884
4527153,36105024047610,G7823 .S4 S50 .C5 8167-III,Shandong sheng,fd707jg1927,https://purl.stanford.edu/fd707jg1927
4527153,36105024047750,G7823 .S4 S50 .C5 8266-II,Shandong sheng,fp722sb3636,https://purl.stanford.edu/fp722sb3636
4527153,36105024048428,G7823 .S4 S50 .C5 8465-I,Shandong sheng,fq895fw9157,https://purl.stanford.edu/fq895fw9157
4527153,36105024048360,G7823 .S4 S50 .C5 8466-IV,Shandong sheng,ft002pg9282,https://purl.stanford.edu/ft002pg9282
4527153,36105024047669,G7823 .S4 S50 .C5 8264-I,Shandong sheng,fy288kb1583,https://purl.stanford.edu/fy288kb1583
4527153,36105024047628,G7823 .S4 S50 .C5 8263-I,Shandong sheng,gd574hg3188,https://purl.stanford.edu/gd574hg3188
4527153,36105024048550,G7823 .S4 S50 .C5 8569-II,Shandong sheng,gh167xr9071,https://purl.stanford.edu/gh167xr9071
4527153,36105024047446,G7823 .S4 S50 .C5 8364-I,Shandong sheng,gm377pk0121,https://purl.stanford.edu/gm377pk0121
4527153,36105024047768,G7823 .S4 S50 .C5 8266-III,Shandong sheng,ht816jx0759,https://purl.stanford.edu/ht816jx0759
4527153,36105024048451,G7823 .S4 S50 .C5 8468-IV,Shandong sheng,jd036tv6312,https://purl.stanford.edu/jd036tv6312
4527153,36105024048493,G7823 .S4 S50 .C5 8568-III,Shandong sheng,jf995jz5390,https://purl.stanford.edu/jf995jz5390
4527153,36105024048436,G7823 .S4 S50 .C5 8468-II,Shandong sheng,jp716ys1224,https://purl.stanford.edu/jp716ys1224
4527153,36105024048600,G7823 .S4 S50 .C5 8467-II,Shandong sheng,kx691xn1137,https://purl.stanford.edu/kx691xn1137
4527153,36105024047800,G7823 .S4 S50 .C5 8267-III,Shandong sheng,mf856cq2473,https://purl.stanford.edu/mf856cq2473
4527153,36105024047412,G7823 .S4 S50 .C5 8368-I,Shandong sheng,mw261vb4270,https://purl.stanford.edu/mw261vb4270
4527153,36105024047602,G7823 .S4 S50 .C5 8167-II,Shandong sheng,nd361hg4192,https://purl.stanford.edu/nd361hg4192
4527153,36105024047834,G7823 .S4 S50 .C5 8266-IV,Shandong sheng,ng021bx9056,https://purl.stanford.edu/ng021bx9056
4527153,36105024047917,G7823 .S4 S50 .C5 8165-I,Shandong sheng,pb668pw1104,https://purl.stanford.edu/pb668pw1104
4527153,36105024047958,G7823 .S4 S50 .C5 8166-I,Shandong sheng,pq791zz6369,https://purl.stanford.edu/pq791zz6369
4527153,36105024047420,G7823 .S4 S50 .C5 8368-II,Shandong sheng,qg869hg7069,https://purl.stanford.edu/qg869hg7069
4527153,36105024047966,G7823 .S4 S50 .C5 8165-IV,Shandong sheng,qr277jw4662,https://purl.stanford.edu/qr277jw4662
4527153,36105024047990,G7823 .S4 S50 .C5 8567-I,Shandong sheng,qr713hj8627,https://purl.stanford.edu/qr713hj8627
4527153,36105024047495,G7823 .S4 S50 .C5 8365-II,Shandong sheng,qw945xk8630,https://purl.stanford.edu/qw945xk8630
4527153,36105024048402,G7823 .S4 S50 .C5 8465-III,Shandong sheng,qx651wk9813,https://purl.stanford.edu/qx651wk9813
4527153,36105024048527,G7823 .S4 S50 .C5 8567-IV,Shandong sheng,qx724jg0291,https://purl.stanford.edu/qx724jg0291
4527153,36105024047891,G7823 .S4 S50 .C5 8165-III,Shandong sheng,qz723nv6605,https://purl.stanford.edu/qz723nv6605
4527153,36105024048568,G7823 .S4 S50 .C5 8569-I,Shandong sheng,rb318ky4911,https://purl.stanford.edu/rb318ky4911
4527153,36105024047701,G7823 .S4 S50 .C5 8265-I,Shandong sheng,rc739jj0328,https://purl.stanford.edu/rc739jj0328
4527153,36105024047545,G7823 .S4 S50 .C5 8366-III,Shandong sheng,rm100mb4835,https://purl.stanford.edu/rm100mb4835
4527153,36105024047842,G7823 .S4 S50 .C5 8164-I,Shandong sheng,rm382bn9844,https://purl.stanford.edu/rm382bn9844
4527153,36105024048345,G7823 .S4 S50 .C5 8466-II,Shandong sheng,rm484dv5423,https://purl.stanford.edu/rm484dv5423
4527153,36105024047693,G7823 .S4 S50 .C5 8265-II,Shandong sheng,rm589cv3358,https://purl.stanford.edu/rm589cv3358
4527153,36105024048378,G7823 .S4 S50 .C5 8465-IV,Shandong sheng,rn845dc1108,https://purl.stanford.edu/rn845dc1108
4527153,36105024047909,G7823 .S4 S50 .C5 8165-II,Shandong sheng,rz039zc9255,https://purl.stanford.edu/rz039zc9255
4527153,36105024047859,G7823 .S4 S50 .C5 8163-IV,Shandong sheng,sk356mf6707,https://purl.stanford.edu/sk356mf6707
4527153,36105024048410,G7823 .S4 S50 .C5 8465-II,Shandong sheng,sp868bz2627,https://purl.stanford.edu/sp868bz2627
