Ckey,Symph_Bar,Call_Num,Label
9861099,36105216191473,G7910 S200 .J3 SHEET 1,Taiwan Kasei Nij?manbunnoichi Zu
9861099,36105216190053,G7910 S200 .J3 SHEET 4,Taiwan Kasei Nij?manbunnoichi Zu
9861099,36105216190061,G7910 S200 .J3 SHEET 5,Taiwan Kasei Nij?manbunnoichi Zu
9861099,36105216190079,G7910 S200 .J3 SHEET 6,Taiwan Kasei Nij?manbunnoichi Zu
9861099,36105216190087,G7910 S200 .J3 SHEET 7,Taiwan Kasei Nij?manbunnoichi Zu
9861099,36105216190095,G7910 S200 .J3 SHEET 12,Taiwan Kasei Nij?manbunnoichi Zu
9861099,36105216190103,G7910 S200 .J3 SHEET 14,Taiwan Kasei Nij?manbunnoichi Zu
