Ckey,Symph_Bar,Call_Num,Label
9585189,36105216290333,G7900 S50 .J37 AB-14,"Chosen 1:50,000 Chikeizu"
9585189,36105216317631,G7900 S50 .J37 AB-15,"Chosen 1:50,000 Chikeizu"
9585189,36105216317649,G7900 S50 .J37 AB-16,"Chosen 1:50,000 Chikeizu"
9585189,36105216317656,G7900 S50 .J37 AC-9,"Chosen 1:50,000 Chikeizu"
9585189,36105216317664,G7900 S50 .J37 AC-10,"Chosen 1:50,000 Chikeizu"
9585189,36105216317672,G7900 S50 .J37 AC-11,"Chosen 1:50,000 Chikeizu"
9585189,36105216317680,G7900 S50 .J37 AC-12,"Chosen 1:50,000 Chikeizu"
9585189,36105216317698,G7900 S50 .J37 AC-13,"Chosen 1:50,000 Chikeizu"
9585189,36105216317706,G7900 S50 .J37 AC-14,"Chosen 1:50,000 Chikeizu"
9585189,36105216317714,G7900 S50 .J37 AC-15,"Chosen 1:50,000 Chikeizu"
9585189,36105216317722,G7900 S50 .J37 AC-16,"Chosen 1:50,000 Chikeizu"
9585189,36105216317730,G7900 S50 .J37 AD-12,"Chosen 1:50,000 Chikeizu"
9585189,36105216317748,G7900 S50 .J37 AG-1,"Chosen 1:50,000 Chikeizu"
9585189,36105216317755,G7900 S50 .J37 AG-2,"Chosen 1:50,000 Chikeizu"
9585189,36105216317763,G7900 S50 .J37 AG-3,"Chosen 1:50,000 Chikeizu"
9585189,36105216317771,G7900 S50 .J37 AG-4,"Chosen 1:50,000 Chikeizu"
9585189,36105216317789,G7900 S50 .J37 AG-5,"Chosen 1:50,000 Chikeizu"
9585189,36105216317797,G7900 S50 .J37 AG-6,"Chosen 1:50,000 Chikeizu"
9585189,36105216317805,G7900 S50 .J37 AG-7,"Chosen 1:50,000 Chikeizu"
9585189,36105216317813,G7900 S50 .J37 AG-8,"Chosen 1:50,000 Chikeizu"
9585189,36105216317821,G7900 S50 .J37 AG-9,"Chosen 1:50,000 Chikeizu"
9585189,36105216317839,G7900 S50 .J37 AG-10,"Chosen 1:50,000 Chikeizu"
9585189,36105216317847,G7900 S50 .J37 AG-11,"Chosen 1:50,000 Chikeizu"
9585189,36105216317854,G7900 S50 .J37 AG-12,"Chosen 1:50,000 Chikeizu"
9585189,36105216317862,G7900 S50 .J37 AG-13,"Chosen 1:50,000 Chikeizu"
9585189,36105216317870,G7900 S50 .J37 AG-14,"Chosen 1:50,000 Chikeizu"
9585189,36105216317888,G7900 S50 .J37 AG-15,"Chosen 1:50,000 Chikeizu"
9585189,36105216317896,G7900 S50 .J37 AG-16,"Chosen 1:50,000 Chikeizu"
9585189,36105216317904,G7900 S50 .J37 AH-1,"Chosen 1:50,000 Chikeizu"
9585189,36105216317912,G7900 S50 .J37 AH-2,"Chosen 1:50,000 Chikeizu"
9585189,36105216317920,G7900 S50 .J37 AH-4,"Chosen 1:50,000 Chikeizu"
9585189,36105216317938,G7900 S50 .J37 AH-5,"Chosen 1:50,000 Chikeizu"
9585189,36105216317946,G7900 S50 .J37 AH-6,"Chosen 1:50,000 Chikeizu"
9585189,36105216317953,G7900 S50 .J37 AH-7,"Chosen 1:50,000 Chikeizu"
9585189,36105216317961,G7900 S50 .J37 AH-8,"Chosen 1:50,000 Chikeizu"
9585189,36105216317979,G7900 S50 .J37 AH-9,"Chosen 1:50,000 Chikeizu"
9585189,36105216317987,G7900 S50 .J37 AH-10,"Chosen 1:50,000 Chikeizu"
9585189,36105216317995,G7900 S50 .J37 AH-11,"Chosen 1:50,000 Chikeizu"
9585189,36105216318001,G7900 S50 .J37 AH-12,"Chosen 1:50,000 Chikeizu"
9585189,36105216318019,G7900 S50 .J37 AH-13,"Chosen 1:50,000 Chikeizu"
