Ckey,Call_Num,Symph_Bar,Title,Druid,Purl
9941565,G3931 .G1 S100 .U5 MAP B12,3.61052E+13,"Florida ecological atlas: socioeconomic features -- Technical Report Archive and Imaging Library (TRAIL) -- Northwestern Florida ecological characterization, an ecological atlas, map narratives",bn472fm0552,https://purl.stanford.edu/bn472fm0552
9941565,G3931 .G1 S100 .U5 MAP B11,3.61052E+13,"Florida ecological atlas: socioeconomic features -- Technical Report Archive and Imaging Library (TRAIL) -- Northwestern Florida ecological characterization, an ecological atlas, map narratives",fm605gf1449,https://purl.stanford.edu/fm605gf1449
9941565,G3931 .G1 S100 .U5 MAP B9,3.61052E+13,"Florida ecological atlas: socioeconomic features -- Technical Report Archive and Imaging Library (TRAIL) -- Northwestern Florida ecological characterization, an ecological atlas, map narratives",hy099yw5643,https://purl.stanford.edu/hy099yw5643
9941565,G3931 .G1 S100 .U5 MAP B3,3.61052E+13,"Florida ecological atlas: socioeconomic features -- Technical Report Archive and Imaging Library (TRAIL) -- Northwestern Florida ecological characterization, an ecological atlas, map narratives",hy802jd2492,https://purl.stanford.edu/hy802jd2492
9941565,G3931 .G1 S100 .U5 MAP B6,3.61052E+13,"Florida ecological atlas: socioeconomic features -- Technical Report Archive and Imaging Library (TRAIL) -- Northwestern Florida ecological characterization, an ecological atlas, map narratives",kc599rq8395,https://purl.stanford.edu/kc599rq8395
9941565,G3931 .G1 S100 .U5 MAP B17,3.61052E+13,"Florida ecological atlas: socioeconomic features -- Technical Report Archive and Imaging Library (TRAIL) -- Northwestern Florida ecological characterization, an ecological atlas, map narratives",kg852dh3343,https://purl.stanford.edu/kg852dh3343
9941565,G3931 .G1 S100 .U5 MAP B16,3.61052E+13,"Florida ecological atlas: socioeconomic features -- Technical Report Archive and Imaging Library (TRAIL) -- Northwestern Florida ecological characterization, an ecological atlas, map narratives",mr537vw3010,https://purl.stanford.edu/mr537vw3010
9941565,G3931 .G1 S100 .U5 MAP B4,3.61052E+13,"Florida ecological atlas: socioeconomic features -- Technical Report Archive and Imaging Library (TRAIL) -- Northwestern Florida ecological characterization, an ecological atlas, map narratives",qx808pt1362,https://purl.stanford.edu/qx808pt1362
9941565,G3931 .G1 S100 .U5 MAP B15,3.61052E+13,"Florida ecological atlas: socioeconomic features -- Technical Report Archive and Imaging Library (TRAIL) -- Northwestern Florida ecological characterization, an ecological atlas, map narratives",rv004kw9531,https://purl.stanford.edu/rv004kw9531
9941565,G3931 .G1 S100 .U5 MAP B13,3.61052E+13,"Florida ecological atlas: socioeconomic features -- Technical Report Archive and Imaging Library (TRAIL) -- Northwestern Florida ecological characterization, an ecological atlas, map narratives",sq267mb5897,https://purl.stanford.edu/sq267mb5897
9941565,G3931 .G1 S100 .U5 MAP B10,3.61052E+13,"Florida ecological atlas: socioeconomic features -- Technical Report Archive and Imaging Library (TRAIL) -- Northwestern Florida ecological characterization, an ecological atlas, map narratives",tr868bk9200,https://purl.stanford.edu/tr868bk9200
9941565,G3931 .G1 S100 .U5 MAP B1,3.61052E+13,"Florida ecological atlas: socioeconomic features -- Technical Report Archive and Imaging Library (TRAIL) -- Northwestern Florida ecological characterization, an ecological atlas, map narratives",vg667hx6559,https://purl.stanford.edu/vg667hx6559
9941565,G3931 .G1 S100 .U5 MAP B2,3.61052E+13,"Florida ecological atlas: socioeconomic features -- Technical Report Archive and Imaging Library (TRAIL) -- Northwestern Florida ecological characterization, an ecological atlas, map narratives",xp105zj6131,https://purl.stanford.edu/xp105zj6131
9941565,G3931 .G1 S100 .U5 MAP B5,3.61052E+13,"Florida ecological atlas: socioeconomic features -- Technical Report Archive and Imaging Library (TRAIL) -- Northwestern Florida ecological characterization, an ecological atlas, map narratives",yf639wc8445,https://purl.stanford.edu/yf639wc8445
9941565,G3931 .G1 S100 .U5 MAP B7,3.61052E+13,"Florida ecological atlas: socioeconomic features -- Technical Report Archive and Imaging Library (TRAIL) -- Northwestern Florida ecological characterization, an ecological atlas, map narratives",ym537hb1069,https://purl.stanford.edu/ym537hb1069
9941565,G3931 .G1 S100 .U5 MAP B14,3.61052E+13,"Florida ecological atlas: socioeconomic features -- Technical Report Archive and Imaging Library (TRAIL) -- Northwestern Florida ecological characterization, an ecological atlas, map narratives",yz386gc7620,https://purl.stanford.edu/yz386gc7620
9941565,G3931 .G1 S100 .U5 MAP B18,3.61052E+13,"Florida ecological atlas: socioeconomic features -- Technical Report Archive and Imaging Library (TRAIL) -- Northwestern Florida ecological characterization, an ecological atlas, map narratives",zh603kj7244,https://purl.stanford.edu/zh603kj7244
9941565,G3931 .G1 S100 .U5 MAP B8,3.61052E+13,"Florida ecological atlas: socioeconomic features -- Technical Report Archive and Imaging Library (TRAIL) -- Northwestern Florida ecological characterization, an ecological atlas, map narratives",zj805wh9465,https://purl.stanford.edu/zj805wh9465
