Ckey,Symph_Bar,Call_Num,Label
10652585,36105221663052,G7801 .P6 S2000 .J3 SHEET 17,Nihyakumanbun no ichi K?h?y? keiidozu
10652585,36105221652063,G7801 .P6 S2000 .J3 SHEET 18,Nihyakumanbun no ichi K?h?y? keiidozu
10652585,36105221652071,G7801 .P6 S2000 .J3 SHEET 19,Nihyakumanbun no ichi K?h?y? keiidozu
10652585,36105221652089,G7801 .P6 S2000 .J3 SHEET 20,Nihyakumanbun no ichi K?h?y? keiidozu
10652585,36105221652097,G7801 .P6 S2000 .J3 SHEET 26,Nihyakumanbun no ichi K?h?y? keiidozu
10652585,36105221652105,G7801 .P6 S2000 .J3 SHEET 27,Nihyakumanbun no ichi K?h?y? keiidozu
10652585,36105221652113,G7801 .P6 S2000 .J3 SHEET 28,Nihyakumanbun no ichi K?h?y? keiidozu
10652585,36105221652121,G7801 .P6 S2000 .J3 SHEET 35,Nihyakumanbun no ichi K?h?y? keiidozu
10652585,36105221652139,G7801 .P6 S2000 .J3 SHEET 36,Nihyakumanbun no ichi K?h?y? keiidozu
10652585,36105221652147,G7801 .P6 S2000 .J3 SHEET 42,Nihyakumanbun no ichi K?h?y? keiidozu
10652585,36105221652154,G7801 .P6 S2000 .J3 SHEET 43,Nihyakumanbun no ichi K?h?y? keiidozu
