Druid,Purl,Title,Catkey,Barcode
dk061wk3956,https://purl.stanford.edu/dk061wk3956,Florida ecological atlas : biological resources,9940845,3.61052E+13
gy585tk4239,https://purl.stanford.edu/gy585tk4239,Florida ecological atlas : biological resources,9940845,3.61052E+13
jf157jf3763,https://purl.stanford.edu/jf157jf3763,Florida ecological atlas : biological resources,9940845,3.61052E+13
mz945vn2236,https://purl.stanford.edu/mz945vn2236,Florida ecological atlas : biological resources,9940845,3.61052E+13
nc358yx6596,https://purl.stanford.edu/nc358yx6596,Florida ecological atlas : biological resources,9940845,3.61052E+13
pz434ng5547,https://purl.stanford.edu/pz434ng5547,Florida ecological atlas : biological resources,9940845,3.61052E+13
qk238xw7996,https://purl.stanford.edu/qk238xw7996,Florida ecological atlas : biological resources,9940845,3.61052E+13
qr220bx5981,https://purl.stanford.edu/qr220bx5981,Florida ecological atlas : biological resources,9940845,3.61052E+13
rd941dp0557,https://purl.stanford.edu/rd941dp0557,Florida ecological atlas : biological resources,9940845,3.61052E+13
tc239rc6813,https://purl.stanford.edu/tc239rc6813,Florida ecological atlas : biological resources,9940845,3.61052E+13
td592db8148,https://purl.stanford.edu/td592db8148,Florida ecological atlas : biological resources,9940845,3.61052E+13
tq249vv3403,https://purl.stanford.edu/tq249vv3403,Florida ecological atlas : biological resources,9940845,3.61052E+13
ts190qm7827,https://purl.stanford.edu/ts190qm7827,Florida ecological atlas : biological resources,9940845,3.61052E+13
tz420kq7570,https://purl.stanford.edu/tz420kq7570,Florida ecological atlas : biological resources,9940845,3.61052E+13
vm291sv8506,https://purl.stanford.edu/vm291sv8506,Florida ecological atlas : biological resources,9940845,3.61052E+13
zk606zy4914,https://purl.stanford.edu/zk606zy4914,Florida ecological atlas : biological resources,9940845,3.61052E+13
