Call_Num,Druid,Purl,Title,Symph_Bar,Ckey
G7960 S25 .J3 1-1,wv811fv4237,https://purl.stanford.edu/wv811fv4237,二万五千分一地形圖 - [Japan] Nimangosenbunnoichi Chikeizu,36105221065795,10561302
G7960 S25 .J3 1-2,tv161nq8600,https://purl.stanford.edu/tv161nq8600,二万五千分一地形圖 - [Japan] Nimangosenbunnoichi Chikeizu,36105221067148,10561302
G7960 S25 .J3 1-3,cq575wy1809,https://purl.stanford.edu/cq575wy1809,二万五千分一地形圖 - [Japan] Nimangosenbunnoichi Chikeizu,36105221067155,10561302
G7960 S25 .J3 1-4,bz559df8803,https://purl.stanford.edu/bz559df8803,二万五千分一地形圖 - [Japan] Nimangosenbunnoichi Chikeizu,36105221067163,10561302
G7960 S25 .J3 1-5,nb006dd5355,https://purl.stanford.edu/nb006dd5355,二万五千分一地形圖 - [Japan] Nimangosenbunnoichi Chikeizu,36105221067171,10561302
G7960 S25 .J3 1-6,bb129nq1018,https://purl.stanford.edu/bb129nq1018,二万五千分一地形圖 - [Japan] Nimangosenbunnoichi Chikeizu,36105221067189,10561302
G7960 S25 .J3 1-7,gj613sd5509,https://purl.stanford.edu/gj613sd5509,二万五千分一地形圖 - [Japan] Nimangosenbunnoichi Chikeizu,36105221067197,10561302
G7960 S25 .J3 1-8,wc827tw7963,https://purl.stanford.edu/wc827tw7963,二万五千分一地形圖 - [Japan] Nimangosenbunnoichi Chikeizu,36105221074409,10561302
G7960 S25 .J3 1-9,fg350hz2635,https://purl.stanford.edu/fg350hz2635,二万五千分一地形圖 - [Japan] Nimangosenbunnoichi Chikeizu,36105221074417,10561302
G7960 S25 .J3 1-10,xz908dq9588,https://purl.stanford.edu/xz908dq9588,二万五千分一地形圖 - [Japan] Nimangosenbunnoichi Chikeizu,36105221074425,10561302
G7960 S25 .J3 1-11,cm765ws2084,https://purl.stanford.edu/cm765ws2084,二万五千分一地形圖 - [Japan] Nimangosenbunnoichi Chikeizu,36105221074433,10561302
G7960 S25 .J3 1-12,jd094qj9665,https://purl.stanford.edu/jd094qj9665,二万五千分一地形圖 - [Japan] Nimangosenbunnoichi Chikeizu,36105221074441,10561302
G7960 S25 .J3 1-13,xf213sz1479,https://purl.stanford.edu/xf213sz1479,二万五千分一地形圖 - [Japan] Nimangosenbunnoichi Chikeizu,36105221074458,10561302
