Ckey,Symph_Bar,Call_Num,Title,Druid,Purl
3019050,36105216281860,G5331 .B3 1895 .C5 SHEET48,Gráfico de los trabajos jeodésicos,rc994hd9920,https://purl.stanford.edu/rc994hd9920
3019050,36105216281878,G5331 .B3 1895 .C5 SHEET47,Gráfico de los trabajos jeodésicos,jp614sw7969,https://purl.stanford.edu/jp614sw7969
3019050,36105216281886,G5331 .B3 1895 .C5 SHEET46,Gráfico de los trabajos jeodésicos,wm023qy7275,https://purl.stanford.edu/wm023qy7275
3019050,36105216281894,G5331 .B3 1895 .C5 SHEET40,Gráfico de los trabajos jeodésicos,vg956nt5816,https://purl.stanford.edu/vg956nt5816
3019050,36105216281902,G5331 .B3 1895 .C5 SHEET39,Gráfico de los trabajos jeodésicos,vt536ky4093,https://purl.stanford.edu/vt536ky4093
3019050,36105216281910,G5331 .B3 1895 .C5 SHEET38,Gráfico de los trabajos jeodésicos,tb668qr1357,https://purl.stanford.edu/tb668qr1357
3019050,36105216281928,G5331 .B3 1895 .C5 SHEET37,Gráfico de los trabajos jeodésicos,fx788nm3170,https://purl.stanford.edu/fx788nm3170
3019050,36105216281936,G5331 .B3 1895 .C5 SHEET36,Gráfico de los trabajos jeodésicos,fm510yy9235,https://purl.stanford.edu/fm510yy9235
3019050,36105216281944,G5331 .B3 1895 .C5 SHEET35,Gráfico de los trabajos jeodésicos,qm368by5650,https://purl.stanford.edu/qm368by5650
3019050,36105216281951,G5331 .B3 1895 .C5 SHEET28,Gráfico de los trabajos jeodésicos,jg637cg2851,https://purl.stanford.edu/jg637cg2851
3019050,36105216281837,G5331 .B3 1895 .C5 SHEET27,Gráfico de los trabajos jeodésicos,yp282cy0833,https://purl.stanford.edu/yp282cy0833
3019050,36105216281829,G5331 .B3 1895 .C5 SHEET25,Gráfico de los trabajos jeodésicos,bk662sw9653,https://purl.stanford.edu/bk662sw9653
3019050,36105216281811,G5331 .B3 1895 .C5 SHEET22,Gráfico de los trabajos jeodésicos,hy566my0171,https://purl.stanford.edu/hy566my0171
