Ckey,Druid,Title,Purl,Symph_Bar,Call_Num
2923518,kj508ht6448,"La Jolla, San Diego Co., Cal, Nov 1926.",https://purl.stanford.edu/kj508ht6448,36105121209279,G4364 .L19 1926 .S3 SHEET1
2923518,vb643pw8579,"La Jolla, San Diego Co., Cal, Nov 1926.",https://purl.stanford.edu/vb643pw8579,36105121209261,G4364 .L19 1926 .S3 SHEET2
2923518,qd016bd0698,"La Jolla, San Diego Co., Cal, Nov 1926.",https://purl.stanford.edu/qd016bd0698,36105121209246,G4364 .L19 1926 .S3 SHEET3
2923518,sx874wb3241,"La Jolla, San Diego Co., Cal, Nov 1926.",https://purl.stanford.edu/sx874wb3241,36105121209253,G4364 .L19 1926 .S3 SHEET4
2923518,sw947wf1805,"La Jolla, San Diego Co., Cal, Nov 1926.",https://purl.stanford.edu/sw947wf1805,36105121209238,G4364 .L19 1926 .S3 SHEET5
2923518,np703mk0932,"La Jolla, San Diego Co., Cal, Nov 1926.",https://purl.stanford.edu/np703mk0932,36105121209220,G4364 .L19 1926 .S3 SHEET6
2923518,nb736sb9822,"La Jolla, San Diego Co., Cal, Nov 1926.",https://purl.stanford.edu/nb736sb9822,36105121209212,G4364 .L19 1926 .S3 SHEET7
2923518,bm073bt2603,"La Jolla, San Diego Co., Cal, Nov 1926.",https://purl.stanford.edu/bm073bt2603,36105121209204,G4364 .L19 1926 .S3 SHEET8
2923518,dj618cw5153,"La Jolla, San Diego Co., Cal, Nov 1926.",https://purl.stanford.edu/dj618cw5153,36105121209196,G4364 .L19 1926 .S3 SHEET9
2923518,yk604wb1482,"La Jolla, San Diego Co., Cal, Nov 1926.",https://purl.stanford.edu/yk604wb1482,36105121209188,G4364 .L19 1926 .S3 SHEET10
2923518,kz919bg8917,"La Jolla, San Diego Co., Cal, Nov 1926.",https://purl.stanford.edu/kz919bg8917,36105121209170,G4364 .L19 1926 .S3 SHEET11
2923518,hw250bv3842,"La Jolla, San Diego Co., Cal, Nov 1926.",https://purl.stanford.edu/hw250bv3842,36105121209162,G4364 .L19 1926 .S3 SHEET12
2923518,mc575pf2469,"La Jolla, San Diego Co., Cal, Nov 1926.",https://purl.stanford.edu/mc575pf2469,36105121209394,G4364 .L19 1926 .S3 SHEET13
2923518,hh808xh5025,"La Jolla, San Diego Co., Cal, Nov 1926.",https://purl.stanford.edu/hh808xh5025,36105121209386,G4364 .L19 1926 .S3 SHEET14
2923518,xh960bv1639,"La Jolla, San Diego Co., Cal, Nov 1926.",https://purl.stanford.edu/xh960bv1639,36105121209378,G4364 .L19 1926 .S3 SHEET15
2923518,gv514wg2353,"La Jolla, San Diego Co., Cal, Nov 1926.",https://purl.stanford.edu/gv514wg2353,36105121209360,G4364 .L19 1926 .S3 SHEET16
2923518,gq571zc5848,"La Jolla, San Diego Co., Cal, Nov 1926.",https://purl.stanford.edu/gq571zc5848,36105121209352,G4364 .L19 1926 .S3 SHEET17
2923518,tw520mb6550,"La Jolla, San Diego Co., Cal, Nov 1926.",https://purl.stanford.edu/tw520mb6550,36105121209345,G4364 .L19 1926 .S3 SHEET18
2923518,pf723xn8487,"La Jolla, San Diego Co., Cal, Nov 1926.",https://purl.stanford.edu/pf723xn8487,36105121209337,G4364 .L19 1926 .S3 SHEET19
2923518,vv587qz0381,"La Jolla, San Diego Co., Cal, Nov 1926.",https://purl.stanford.edu/vv587qz0381,36105121209329,G4364 .L19 1926 .S3 SHEET20
2923518,hm915yk2062,"La Jolla, San Diego Co., Cal, Nov 1926.",https://purl.stanford.edu/hm915yk2062,36105121209311,G4364 .L19 1926 .S3 SHEET21
2923518,yc237kn3787,"La Jolla, San Diego Co., Cal, Nov 1926.",https://purl.stanford.edu/yc237kn3787,36105121209303,G4364 .L19 1926 .S3 SHEET22
2923518,qq623zr4770,"La Jolla, San Diego Co., Cal, Nov 1926.",https://purl.stanford.edu/qq623zr4770,36105121209295,G4364 .L19 1926 .S3 SHEET23
2923518,rw578tn1188,"La Jolla, San Diego Co., Cal, Nov 1926.",https://purl.stanford.edu/rw578tn1188,36105121209287,G4364 .L19 1926 .S3 SHEET24
