Ckey,Symph_Bar,Call_Num,Label
10550241,36105221065688,G8132 .T3 S100 .J3 10S-HA161,K?ch? shashin sokuzu y?zu Taninbaru Shot? j?manbun no ichi zu.
10550241,36105221066991,G8132 .T3 S100 .J3 10S-HA162,K?ch? shashin sokuzu y?zu Taninbaru Shot? j?manbun no ichi zu.
10550241,36105221067007,G8132 .T3 S100 .J3 10S-HA163,K?ch? shashin sokuzu y?zu Taninbaru Shot? j?manbun no ichi zu.
10550241,36105221067015,G8132 .T3 S100 .J3 10S-HA164,K?ch? shashin sokuzu y?zu Taninbaru Shot? j?manbun no ichi zu.
10550241,36105221067023,G8132 .T3 S100 .J3 10S-HA172,K?ch? shashin sokuzu y?zu Taninbaru Shot? j?manbun no ichi zu.
10550241,36105221067031,G8132 .T3 S100 .J3 10S-HA173,K?ch? shashin sokuzu y?zu Taninbaru Shot? j?manbun no ichi zu.
10550241,36105221067049,G8132 .T3 S100 .J3 10S-HA174,K?ch? shashin sokuzu y?zu Taninbaru Shot? j?manbun no ichi zu.
10550241,36105221067056,G8132 .T3 S100 .J3 10S-HA175,K?ch? shashin sokuzu y?zu Taninbaru Shot? j?manbun no ichi zu.
10550241,36105221067064,G8132 .T3 S100 .J3 10S-HA183,K?ch? shashin sokuzu y?zu Taninbaru Shot? j?manbun no ichi zu.
10550241,36105221067072,G8132 .T3 S100 .J3 10S-HA185,K?ch? shashin sokuzu y?zu Taninbaru Shot? j?manbun no ichi zu.
