Ckey,Druid,Title,Purl,Symph_Bar,Call_Num
2925832,dp860dc7230,"Shafter, Kern Co., Cal., April 1926.",https://purl.stanford.edu/dp860dc7230,36105006107556,G4364 .S525 1926 .S3 SHEET2
2925832,pc591rk8605,"Shafter, Kern Co., Cal., April 1926.",https://purl.stanford.edu/pc591rk8605,36105006107549,G4364 .S525 1926 .S3 SHEET1
