Ckey,Symph_Bar,Call_Num,Label
9585144,36105216330154,G7900 S50 .J32 BA-11,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317136,G7900 S50 .J32 BA-12,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317144,G7900 S50 .J32 BA-15,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317151,G7900 S50 .J32 BA-16,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317193,G7900 S50 .J32 BB-10,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317201,G7900 S50 .J32 BB-11,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317219,G7900 S50 .J32 BB-12,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317227,G7900 S50 .J32 BB-13,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317235,G7900 S50 .J32 BB-14,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317243,G7900 S50 .J32 BB-15,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317250,G7900 S50 .J32 BB-16,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317169,G7900 S50 .J32 BB-5,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317177,G7900 S50 .J32 BB-6,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317185,G7900 S50 .J32 BB-7,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317268,G7900 S50 .J32 BC-2,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317276,G7900 S50 .J32 BC-3,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317615,G7900 S50 .J32 BCC-4,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317623,G7900 S50 .J32 BCC-9,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317284,G7900 S50 .J32 BD-1,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317292,G7900 S50 .J32 BD-2,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317300,G7900 S50 .J32 BD-3,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317318,G7900 S50 .J32 BD-4,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317326,G7900 S50 .J32 BD-6,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317334,G7900 S50 .J32 BD-7,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317342,G7900 S50 .J32 BD-8,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317359,G7900 S50 .J32 BD-11,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317367,G7900 S50 .J32 BD-12,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317375,G7900 S50 .J32 BE-4,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317383,G7900 S50 .J32 BE-9,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317391,G7900 S50 .J32 BE-10,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317409,G7900 S50 .J32 BE-11,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317417,G7900 S50 .J32 BE-12,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317425,G7900 S50 .J32 BE-14,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317433,G7900 S50 .J32 BE-16,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317441,G7900 S50 .J32 BI-6,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317458,G7900 S50 .J32 BI-7,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317466,G7900 S50 .J32 BI-9,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317474,G7900 S50 .J32 BI-10,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317482,G7900 S50 .J32 BI-11,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317490,G7900 S50 .J32 BI-14,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317508,G7900 S50 .J32 BK-7,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317516,G7900 S50 .J32 BR-7,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317524,G7900 S50 .J32 BR-8,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317532,G7900 S50 .J32 BR-11,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317540,G7900 S50 .J32 BR-12,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317557,G7900 S50 .J32 BR-15,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317565,G7900 S50 .J32 BR-16,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317573,G7900 S50 .J32 BS-2,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317581,G7900 S50 .J32 BS-5,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317599,G7900 S50 .J32 BS-9,"??????????: 1:50,000 Topo of Korea"
9585144,36105216317607,G7900 S50 .J32 BS-14,"??????????: 1:50,000 Topo of Korea"
