Ckey,Symph_Bar,Call_Num,Title,Druid,Purl
9938586,36105216601646,G3931 .H1 S100 .U53 MAP D18,"Florida ecological atlas: oil, gas and mineral resources -- Technical Report Archive and Imaging Library (TRAIL) -- Southwestern Florida ecological characterization, an ecological atlas, map narratives",hw278bh1040,https://purl.stanford.edu/hw278bh1040
9938586,36105216601638,G3931 .H1 S100 .U53 MAP D19,"Florida ecological atlas: oil, gas and mineral resources -- Technical Report Archive and Imaging Library (TRAIL) -- Southwestern Florida ecological characterization, an ecological atlas, map narratives",gf745bj9496,https://purl.stanford.edu/gf745bj9496
9938586,36105216601620,G3931 .H1 S100 .U53 MAP D20,"Florida ecological atlas: oil, gas and mineral resources -- Technical Report Archive and Imaging Library (TRAIL) -- Southwestern Florida ecological characterization, an ecological atlas, map narratives",hs402sm7051,https://purl.stanford.edu/hs402sm7051
9938586,36105216601612,G3931 .H1 S100 .U53 MAP D21,"Florida ecological atlas: oil, gas and mineral resources -- Technical Report Archive and Imaging Library (TRAIL) -- Southwestern Florida ecological characterization, an ecological atlas, map narratives",dr783jm6538,https://purl.stanford.edu/dr783jm6538
9938586,36105216601604,G3931 .H1 S100 .U53 MAP D22,"Florida ecological atlas: oil, gas and mineral resources -- Technical Report Archive and Imaging Library (TRAIL) -- Southwestern Florida ecological characterization, an ecological atlas, map narratives",dr659fz1856,https://purl.stanford.edu/dr659fz1856
9938586,36105216601596,G3931 .H1 S100 .U53 MAP D23,"Florida ecological atlas: oil, gas and mineral resources -- Technical Report Archive and Imaging Library (TRAIL) -- Southwestern Florida ecological characterization, an ecological atlas, map narratives",sh711zy6243,https://purl.stanford.edu/sh711zy6243
9938586,36105216601588,G3931 .H1 S100 .U53 MAP D24,"Florida ecological atlas: oil, gas and mineral resources -- Technical Report Archive and Imaging Library (TRAIL) -- Southwestern Florida ecological characterization, an ecological atlas, map narratives",hm807cd4954,https://purl.stanford.edu/hm807cd4954
9938586,36105216601570,G3931 .H1 S100 .U53 MAP D25,"Florida ecological atlas: oil, gas and mineral resources -- Technical Report Archive and Imaging Library (TRAIL) -- Southwestern Florida ecological characterization, an ecological atlas, map narratives",zy893nw1319,https://purl.stanford.edu/zy893nw1319
9938586,36105216601562,G3931 .H1 S100 .U53 MAP D26,"Florida ecological atlas: oil, gas and mineral resources -- Technical Report Archive and Imaging Library (TRAIL) -- Southwestern Florida ecological characterization, an ecological atlas, map narratives",xz041ph2994,https://purl.stanford.edu/xz041ph2994
9938586,36105216601554,G3931 .H1 S100 .U53 MAP D27,"Florida ecological atlas: oil, gas and mineral resources -- Technical Report Archive and Imaging Library (TRAIL) -- Southwestern Florida ecological characterization, an ecological atlas, map narratives",fc071kj0181,https://purl.stanford.edu/fc071kj0181
9938586,36105216601547,G3931 .H1 S100 .U53 MAP D28,"Florida ecological atlas: oil, gas and mineral resources -- Technical Report Archive and Imaging Library (TRAIL) -- Southwestern Florida ecological characterization, an ecological atlas, map narratives",hp444jj6291,https://purl.stanford.edu/hp444jj6291
9938586,36105216601539,G3931 .H1 S100 .U53 MAP D29,"Florida ecological atlas: oil, gas and mineral resources -- Technical Report Archive and Imaging Library (TRAIL) -- Southwestern Florida ecological characterization, an ecological atlas, map narratives",vb432gb7750,https://purl.stanford.edu/vb432gb7750
9938586,36105216601521,G3931 .H1 S100 .U53 MAP D30,"Florida ecological atlas: oil, gas and mineral resources -- Technical Report Archive and Imaging Library (TRAIL) -- Southwestern Florida ecological characterization, an ecological atlas, map narratives",zf799my5363,https://purl.stanford.edu/zf799my5363
9938586,36105216601513,G3931 .H1 S100 .U53 MAP D31,"Florida ecological atlas: oil, gas and mineral resources -- Technical Report Archive and Imaging Library (TRAIL) -- Southwestern Florida ecological characterization, an ecological atlas, map narratives",mv437wt6000,https://purl.stanford.edu/mv437wt6000
9938586,36105216601505,G3931 .H1 S100 .U53 MAP D32,"Florida ecological atlas: oil, gas and mineral resources -- Technical Report Archive and Imaging Library (TRAIL) -- Southwestern Florida ecological characterization, an ecological atlas, map narratives",dx492qn0978,https://purl.stanford.edu/dx492qn0978
9938586,36105216601497,G3931 .H1 S100 .U53 MAP D33,"Florida ecological atlas: oil, gas and mineral resources -- Technical Report Archive and Imaging Library (TRAIL) -- Southwestern Florida ecological characterization, an ecological atlas, map narratives",vj255mv2309,https://purl.stanford.edu/vj255mv2309
