Ckey,Symph_Bar,Call_Num,Label
9751459,36105216188644,G7830 S200 .J31 A-11,Manshu 1:200k
9751459,36105216188651,G7830 S200 .J31 A-12,Manshu 1:200k
9751459,36105216188594,G7830 S200 .J31 B-7,Manshu 1:200k
9751459,36105216188602,G7830 S200 .J31 B-8,Manshu 1:200k
9751459,36105216188610,G7830 S200 .J31 B-9,Manshu 1:200k
9751459,36105216188628,G7830 S200 .J31 B-10,Manshu 1:200k
9751459,36105216188636,G7830 S200 .J31 B-11,Manshu 1:200k
9751459,36105216188511,G7830 S200 .J31 C-4,Manshu 1:200k
9751459,36105216188529,G7830 S200 .J31 C-5,Manshu 1:200k
9751459,36105216188537,G7830 S200 .J31 C-7,Manshu 1:200k
9751459,36105216188545,G7830 S200 .J31 C-8,Manshu 1:200k
9751459,36105216188552,G7830 S200 .J31 C-9,Manshu 1:200k
9751459,36105216188560,G7830 S200 .J31 C-10,Manshu 1:200k
9751459,36105216188578,G7830 S200 .J31 C-11,Manshu 1:200k
9751459,36105216188586,G7830 S200 .J31 C-12,Manshu 1:200k
9751459,36105216188404,G7830 S200 .J31 D-1,Manshu 1:200k
9751459,36105216188412,G7830 S200 .J31 D-2,Manshu 1:200k
9751459,36105216188420,G7830 S200 .J31 D-3,Manshu 1:200k
9751459,36105216188438,G7830 S200 .J31 D-4,Manshu 1:200k
9751459,36105216188446,G7830 S200 .J31 D-5,Manshu 1:200k
9751459,36105216188453,G7830 S200 .J31 D-6,Manshu 1:200k
9751459,36105216188461,G7830 S200 .J31 D-7,Manshu 1:200k
9751459,36105216188479,G7830 S200 .J31 D-8,Manshu 1:200k
9751459,36105216188487,G7830 S200 .J31 D-9,Manshu 1:200k
9751459,36105216188495,G7830 S200 .J31 D-10,Manshu 1:200k
9751459,36105216188503,G7830 S200 .J31 D-11,Manshu 1:200k
9751459,36105216182571,G7830 S200 .J31 E-1,Manshu 1:200k
9751459,36105216182589,G7830 S200 .J31 E-2,Manshu 1:200k
9751459,36105216182597,G7830 S200 .J31 E-3,Manshu 1:200k
9751459,36105216188339,G7830 S200 .J31 E-4,Manshu 1:200k
9751459,36105216188347,G7830 S200 .J31 E-5,Manshu 1:200k
9751459,36105216188354,G7830 S200 .J31 E-6,Manshu 1:200k
9751459,36105216188362,G7830 S200 .J31 E-7,Manshu 1:200k
9751459,36105216188370,G7830 S200 .J31 E-8,Manshu 1:200k
9751459,36105216188388,G7830 S200 .J31 E-9,Manshu 1:200k
9751459,36105216188396,G7830 S200 .J31 E-12,Manshu 1:200k
9751459,36105216182472,G7830 S200 .J31 F-1,Manshu 1:200k
9751459,36105216182498,G7830 S200 .J31 F-2,Manshu 1:200k
9751459,36105216182506,G7830 S200 .J31 F-3,Manshu 1:200k
9751459,36105216182514,G7830 S200 .J31 F-4,Manshu 1:200k
9751459,36105216182522,G7830 S200 .J31 F-5,Manshu 1:200k
9751459,36105216182530,G7830 S200 .J31 F-6,Manshu 1:200k
9751459,36105216182548,G7830 S200 .J31 F-7,Manshu 1:200k
9751459,36105216182555,G7830 S200 .J31 F-8,Manshu 1:200k
9751459,36105216182563,G7830 S200 .J31 F-9,Manshu 1:200k
9751459,36105216182407,G7830 S200 .J31 G-1,Manshu 1:200k
9751459,36105216182415,G7830 S200 .J31 G-2,Manshu 1:200k
9751459,36105216182423,G7830 S200 .J31 G-3,Manshu 1:200k
9751459,36105216182431,G7830 S200 .J31 G-4,Manshu 1:200k
9751459,36105216182449,G7830 S200 .J31 G-5,Manshu 1:200k
9751459,36105216182456,G7830 S200 .J31 G-6,Manshu 1:200k
9751459,36105216182464,G7830 S200 .J31 G-7,Manshu 1:200k
9751459,36105216182373,G7830 S200 .J31 H-5,Manshu 1:200k
9751459,36105216182381,G7830 S200 .J31 H-6,Manshu 1:200k
9751459,36105216182399,G7830 S200 .J31 H-7,Manshu 1:200k
9751459,36105216182357,G7830 S200 .J31 I-7,Manshu 1:200k
9751459,36105216182365,G7830 S200 .J31 I-8,Manshu 1:200k
9751459,36105216188313,G7830 S200 .J31 J-7,Manshu 1:200k
9751459,36105216182332,G7830 S200 .J31 J-8,Manshu 1:200k
9751459,36105216182340,G7830 S200 .J31 J-9,Manshu 1:200k
