Ckey,Druid,Title,Purl,Symph_Bar,Call_Num
2924821,cw105qr5240,"Point Reyes, Marin Co., Cal., Feb. 1928.",https://purl.stanford.edu/cw105qr5240,36105006104462,G4364 .P75 1928 .S3 SHEET2
2924821,tj902rd5431,"Point Reyes, Marin Co., Cal., Feb. 1928.",https://purl.stanford.edu/tj902rd5431,36105006104454,G4364 .P75 1928 .S3 SHEET1
