Ckey,Symph_Bar,Call_Num,Label
9635127,36105216339783,G7824 .H2 1937 .J3,Nimanbun no ichi K?sh? kinb?zu
8799914,36105216274865,G7270 S25 .J3 W-1,Shiberia niman-gosenbun no ichizu
8799914,36105216274873,G7270 S25 .J3 W-2,Shiberia niman-gosenbun no ichizu
8799914,36105216274758,G7270 S25 .J3 W-3,Shiberia niman-gosenbun no ichizu
8799914,36105216274741,G7270 S25 .J3 W-5,Shiberia niman-gosenbun no ichizu
8799914,36105216274733,G7270 S25 .J3 W-6,Shiberia niman-gosenbun no ichizu
8799914,36105216274725,G7270 S25 .J3 W-7,Shiberia niman-gosenbun no ichizu
8799914,36105216274998,G7270 S25 .J3 D-2,Shiberia niman-gosenbun no ichizu
8799914,36105216274980,G7270 S25 .J3 D-3,Shiberia niman-gosenbun no ichizu
8799914,36105216170642,G7270 S25 .J3 D-5,Shiberia niman-gosenbun no ichizu
8799914,36105216274972,G7270 S25 .J3 D-6,Shiberia niman-gosenbun no ichizu
8799914,36105216170634,G7270 S25 .J3 D-7,Shiberia niman-gosenbun no ichizu
8799914,36105216170626,G7270 S25 .J3 D-8,Shiberia niman-gosenbun no ichizu
8799914,36105216274964,G7270 S25 .J3 D-9,Shiberia niman-gosenbun no ichizu
8799914,36105216271515,G7270 S25 .J3 D-10,Shiberia niman-gosenbun no ichizu
8799914,36105216274956,G7270 S25 .J3 P-2,Shiberia niman-gosenbun no ichizu
8799914,36105216274949,G7270 S25 .J3 P-3,Shiberia niman-gosenbun no ichizu
8799914,36105216274931,G7270 S25 .J3 P-5,Shiberia niman-gosenbun no ichizu
8799914,36105216274923,G7270 S25 .J3 P-7,Shiberia niman-gosenbun no ichizu
8799914,36105216274915,G7270 S25 .J3 P-8,Shiberia niman-gosenbun no ichizu
8799914,36105216274907,G7270 S25 .J3 P-9,Shiberia niman-gosenbun no ichizu
8799914,36105216170618,G7270 S25 .J3 P-10,Shiberia niman-gosenbun no ichizu
8799914,36105216274899,G7270 S25 .J3 P-11,Shiberia niman-gosenbun no ichizu
8799914,36105216274881,G7270 S25 .J3 P-12,Shiberia niman-gosenbun no ichizu
8799914,36105216170600,G7270 S25 .J3 P-14,Shiberia niman-gosenbun no ichizu
8799914,36105216274766,G7270 S25 .J3 P-15,Shiberia niman-gosenbun no ichizu
8799914,36105216274774,G7270 S25 .J3 S-1,Shiberia niman-gosenbun no ichizu
8799914,36105216274790,G7270 S25 .J3 S-2,Shiberia niman-gosenbun no ichizu
8799914,36105216274782,G7270 S25 .J3 S-3,Shiberia niman-gosenbun no ichizu
8799914,36105216274808,G7270 S25 .J3 S-4,Shiberia niman-gosenbun no ichizu
8799914,36105216274816,G7270 S25 .J3 S-6,Shiberia niman-gosenbun no ichizu
8799914,36105216274824,G7270 S25 .J3 U-1,Shiberia niman-gosenbun no ichizu
8799914,36105216274832,G7270 S25 .J3 U-2,Shiberia niman-gosenbun no ichizu
8799914,36105216274840,G7270 S25 .J3 U-3,Shiberia niman-gosenbun no ichizu
8799914,36105216274857,G7270 S25 .J3 U-4,Shiberia niman-gosenbun no ichizu
8799914,36105221678753,G7270 S25 .J3 D-4,Shiberia niman-gosenbun no ichizu
8799914,36105221678761,G7270 S25 .J3 P-1,Shiberia niman-gosenbun no ichizu
8799914,36105221678779,G7270 S25 .J3 P-4,Shiberia niman-gosenbun no ichizu
8799914,36105221678787,G7270 S25 .J3 P-6,Shiberia niman-gosenbun no ichizu
8799914,36105221678795,G7270 S25 .J3 P-13,Shiberia niman-gosenbun no ichizu
8799914,36105221678803,G7270 S25 .J3 S-5,Shiberia niman-gosenbun no ichizu
