Ckey,Druid,Title,Purl,Symph_Bar,Call_Num
2922794,jf904qq1328,"El Cerrito, Contra Costa Co., Cal., July 1926.",https://purl.stanford.edu/jf904qq1328,36105121221605,G4364 .E377 1926 .S3 SHEET1
2922794,sg652js1895,"El Cerrito, Contra Costa Co., Cal., July 1926.",https://purl.stanford.edu/sg652js1895,36105121221597,G4364 .E377 1926 .S3 SHEET2
2922794,kv085sd9500,"El Cerrito, Contra Costa Co., Cal., July 1926.",https://purl.stanford.edu/kv085sd9500,36105121221589,G4364 .E377 1926 .S3 SHEET3
2922794,pz776wp9429,"El Cerrito, Contra Costa Co., Cal., July 1926.",https://purl.stanford.edu/pz776wp9429,36105121221993,G4364 .E377 1926 .S3 SHEET4
2922794,kv656np7523,"El Cerrito, Contra Costa Co., Cal., July 1926.",https://purl.stanford.edu/kv656np7523,36105121221985,G4364 .E377 1926 .S3 SHEET5
2922794,kk175py5361,"El Cerrito, Contra Costa Co., Cal., July 1926.",https://purl.stanford.edu/kk175py5361,36105121221977,G4364 .E377 1926 .S3 SHEET6
2922794,pm714rj9201,"El Cerrito, Contra Costa Co., Cal., July 1926.",https://purl.stanford.edu/pm714rj9201,36105121221969,G4364 .E377 1926 .S3 SHEET7
2922794,jk090hc5513,"El Cerrito, Contra Costa Co., Cal., July 1926.",https://purl.stanford.edu/jk090hc5513,36105121221951,G4364 .E377 1926 .S3 SHEET8
2922794,nb044gc5972,"El Cerrito, Contra Costa Co., Cal., July 1926.",https://purl.stanford.edu/nb044gc5972,36105121221936,G4364 .E377 1926 .S3 SHEET9
2922794,fp514kz5319,"El Cerrito, Contra Costa Co., Cal., July 1926.",https://purl.stanford.edu/fp514kz5319,36105121221944,G4364 .E377 1926 .S3 SHEET10
2922794,kb361hp5156,"El Cerrito, Contra Costa Co., Cal., July 1926.",https://purl.stanford.edu/kb361hp5156,36105121221928,G4364 .E377 1926 .S3 SHEET11
2922794,dk684rc1321,"El Cerrito, Contra Costa Co., Cal., July 1926.",https://purl.stanford.edu/dk684rc1321,36105121221910,G4364 .E377 1926 .S3 SHEET12
2922794,wv974xv5486,"El Cerrito, Contra Costa Co., Cal., July 1926.",https://purl.stanford.edu/wv974xv5486,36105121221902,G4364 .E377 1926 .S3 SHEET13
2922794,wm146rd9652,"El Cerrito, Contra Costa Co., Cal., July 1926.",https://purl.stanford.edu/wm146rd9652,36105121221894,G4364 .E377 1926 .S3 SHEET14
2922794,fv633fh3054,"El Cerrito, Contra Costa Co., Cal., July 1926.",https://purl.stanford.edu/fv633fh3054,36105121221886,G4364 .E377 1926 .S3 SHEET15
